[Header]
Application Name,LabSolutions
Version,5.128 SP1
Data File Name,C:\LabSolutions\Sample\LC\Demo_Data-007.lcd
Output Date,2026/03/04
Output Time,15:48:32

[Configuration]
Instrument Name,ëïíu1
Instrument #,-1
Line #,1
# of Detectors,1
Detector ID,Detector A
Detector Name,åüèoäÌA
# of Channels,1

[Peak Table(Detector A)]
# of Peaks,4
Peak#,R.Time,I.Time,F.Time,Area,Height,A/H,Conc.,Mark,ID#,Name,k',Plate #,Plate Ht.,Tailing,Resolution,Sep.Factor,Area Ratio,Height Ratio,Conc. %,Norm Conc.
1,2.634,2.508,2.817,116524,20472,5.692,1.592,   ,1,Methyl paraben,0.000,4171,35.965,1.203,0.000,0.000,0,0,25.033,25.033
2,3.215,3.067,3.383,128361,23930,5.364,1.579,   ,2,Ethyl paraben,0.220,6846,21.911,1.168,3.646,0.000,0,0,24.837,24.837
3,3.925,3.800,4.075,85081,17896,4.754,1.595,   ,3,Propyl paraben,0.490,12646,11.861,1.179,4.813,2.222,0,0,25.082,25.082
4,4.621,4.492,4.767,90813,20962,4.332,1.593,   ,4,Butyl paraben,0.754,20894,7.179,1.187,5.200,1.539,0,0,25.048,25.048

[LC Chromatogram(Detector A-Ch1)]
Interval(msec),500
# of Points,1201
Start Time(min),0.000
End Time(min),10.000
Intensity Units,mV
Intensity Multiplier,0.001
Wavelength(nm),254
R.Time (min),Intensity
0.00000,25
0.00833,25
0.01667,0
0.02500,1
0.03333,3
0.04167,3
0.05000,3
0.05833,5
0.06667,6
0.07500,7
0.08333,8
0.09167,8
0.10000,8
0.10833,7
0.11667,6
0.12500,6
0.13333,6
0.14167,7
0.15000,8
0.15833,10
0.16667,11
0.17500,12
0.18333,13
0.19167,13
0.20000,13
0.20833,13
0.21667,14
0.22500,14
0.23333,14
0.24167,13
0.25000,13
0.25833,13
0.26667,13
0.27500,13
0.28333,12
0.29167,12
0.30000,11
0.30833,11
0.31667,10
0.32500,9
0.33333,8
0.34167,8
0.35000,8
0.35833,8
0.36667,9
0.37500,10
0.38333,11
0.39167,11
0.40000,12
0.40833,12
0.41667,12
0.42500,12
0.43333,12
0.44167,14
0.45000,15
0.45833,15
0.46667,16
0.47500,17
0.48333,18
0.49167,19
0.50000,20
0.50833,20
0.51667,20
0.52500,19
0.53333,18
0.54167,17
0.55000,18
0.55833,19
0.56667,20
0.57500,21
0.58333,22
0.59167,23
0.60000,24
0.60833,26
0.61667,27
0.62500,28
0.63333,28
0.64167,28
0.65000,29
0.65833,29
0.66667,28
0.67500,28
0.68333,28
0.69167,27
0.70000,27
0.70833,25
0.71667,24
0.72500,24
0.73333,24
0.74167,25
0.75000,26
0.75833,26
0.76667,25
0.77500,25
0.78333,26
0.79167,27
0.80000,28
0.80833,28
0.81667,29
0.82500,29
0.83333,30
0.84167,31
0.85000,31
0.85833,31
0.86667,31
0.87500,31
0.88333,32
0.89167,32
0.90000,33
0.90833,36
0.91667,38
0.92500,40
0.93333,42
0.94167,44
0.95000,46
0.95833,47
0.96667,49
0.97500,51
0.98333,51
0.99167,51
1.00000,51
1.00833,51
1.01667,50
1.02500,50
1.03333,49
1.04167,48
1.05000,46
1.05833,44
1.06667,42
1.07500,40
1.08333,36
1.09167,34
1.10000,31
1.10833,30
1.11667,27
1.12500,27
1.13333,26
1.14167,24
1.15000,22
1.15833,20
1.16667,19
1.17500,17
1.18333,16
1.19167,15
1.20000,14
1.20833,13
1.21667,14
1.22500,17
1.23333,18
1.24167,17
1.25000,15
1.25833,15
1.26667,16
1.27500,15
1.28333,14
1.29167,14
1.30000,14
1.30833,13
1.31667,13
1.32500,13
1.33333,13
1.34167,13
1.35000,14
1.35833,15
1.36667,15
1.37500,15
1.38333,14
1.39167,12
1.40000,11
1.40833,8
1.41667,4
