[Header]
Application Name,LabSolutions
Version,5.128 SP1
Data File Name,C:\LabSolutions\Sample\LC\Demo_Data-006.lcd
Output Date,2026/03/04
Output Time,15:47:10

[Configuration]
Instrument Name,ëïíu1
Instrument #,-1
Line #,1
# of Detectors,1
Detector ID,Detector A
Detector Name,åüèoäÌA
# of Channels,1

[Peak Table(Detector A)]
# of Peaks,4
Peak#,R.Time,I.Time,F.Time,Area,Height,A/H,Conc.,Mark,ID#,Name,k',Plate #,Plate Ht.,Tailing,Resolution,Sep.Factor,Area Ratio,Height Ratio,Conc. %,Norm Conc.
1,2.660,2.525,2.858,175519,30759,5.706,2.398,   ,1,Methyl paraben,0.000,4228,35.478,1.202,0.000,0.000,0,0,25.063,25.063
2,3.253,3.108,3.425,192088,36032,5.331,2.378,   ,2,Ethyl paraben,0.223,7060,21.246,1.171,3.723,0.000,0,0,24.852,24.852
3,3.968,3.833,4.133,127901,27158,4.709,2.398,   ,3,Propyl paraben,0.492,13063,11.483,1.176,4.869,2.206,0,0,25.063,25.063
4,4.664,4.533,4.817,136373,31665,4.307,2.395,   ,4,Butyl paraben,0.753,20407,7.350,1.187,5.164,1.532,0,0,25.023,25.023

[LC Chromatogram(Detector A-Ch1)]
Interval(msec),500
# of Points,1201
8.15000,-1282
8.15833,-1283
8.16667,-1285
8.17500,-1286
8.18333,-1285
8.19167,-1283
8.20000,-1281
8.20833,-1280
8.21667,-1279
8.22500,-1277
8.23333,-1276
8.24167,-1274
8.25000,-1272
8.25833,-1271
8.26667,-1270
8.27500,-1269
8.28333,-1267
8.29167,-1265
8.30000,-1264
8.30833,-1263
8.31667,-1261
8.32500,-1258
8.33333,-1255
8.34167,-1252
8.35000,-1250
8.35833,-1248
8.36667,-1246
8.37500,-1243
8.38333,-1240
8.39167,-1236
8.40000,-1233
8.40833,-1229
8.41667,-1225
8.42500,-1221
8.43333,-1217
8.44167,-1213
8.45000,-1207
8.45833,-1201
8.46667,-1194
8.47500,-1188
8.48333,-1182
8.49167,-1175
8.50000,-1167
8.50833,-1158
8.51667,-1149
8.52500,-1139
8.53333,-1129
8.54167,-1117
8.55000,-1105
8.55833,-1093
8.56667,-1079
8.57500,-1065
8.58333,-1051
8.59167,-1037
8.60000,-1022
8.60833,-1006
8.61667,-989
8.62500,-972
8.63333,-954
8.64167,-936
8.65000,-916
8.65833,-896
8.66667,-875
8.67500,-852
8.68333,-830
8.69167,-807
8.70000,-784
8.70833,-760
8.71667,-736
8.72500,-713
8.73333,-690
8.74167,-667
8.75000,-644
8.75833,-620
8.76667,-597
8.77500,-574
8.78333,-552
8.79167,-530
8.80000,-509
8.80833,-488
8.81667,-467
8.82500,-448
8.83333,-430
8.84167,-414
8.85000,-397
8.85833,-382
8.86667,-367
8.87500,-351
8.88333,-336
8.89167,-321
8.90000,-306
8.90833,-291
8.91667,-277
8.92500,-265
8.93333,-254
8.94167,-242
8.95000,-230
8.95833,-219
8.96667,-209
8.97500,-200
8.98333,-190
8.99167,-181
9.00000,-172
9.00833,-165
9.01667,-158
9.02500,-151
9.03333,-145
9.04167,-139
9.05000,-133
9.05833,-127
9.06667,-122
9.07500,-117
9.08333,-112
9.09167,-107
9.10000,-103
9.10833,-99
9.11667,-95
9.12500,-92
9.13333,-89
9.14167,-86
9.15000,-83
9.15833,-81
9.16667,-79
9.17500,-77
9.18333,-77
9.19167,-78
9.20000,-79
9.20833,-82
9.21667,-85
9.22500,-89
9.23333,-93
9.24167,-98
9.25000,-102
9.25833,-107
9.26667,-111
9.27500,-114
9.28333,-116
9.29167,-116
9.30000,-115
9.30833,-113
9.31667,-110
9.32500,-104
9.33333,-97
9.34167,-89
9.35000,-79
9.35833,-70
9.36667,-59
9.37500,-48
9.38333,-38
9.39167,-27
9.40000,-17
9.40833,-8
9.41667,0
9.42500,8
9.43333,15
9.44167,22
9.45000,28
9.45833,32
9.46667,34
9.47500,37
9.48333,39
9.49167,40
9.50000,42
9.50833,42
9.51667,41
9.52500,39
9.53333,37
9.54167,34
9.55000,32
9.55833,30
9.56667,28
9.57500,25
9.58333,22
9.59167,19
9.60000,16
9.60833,14
9.61667,13
9.62500,11
9.63333,10
9.64167,9
9.65000,8
9.65833,7
9.66667,6
9.67500,6
9.68333,5
9.69167,5
9.70000,4
9.70833,3
9.71667,2
9.72500,0
9.73333,-1
9.74167,-3
9.75000,-4
9.75833,-6
9.76667,-7
9.77500,-9
9.78333,-11
9.79167,-12
9.80000,-14
9.80833,-16
9.81667,-17
9.82500,-18
9.83333,-19
9.84167,-19
9.85000,-19
9.85833,-19
9.86667,-20
9.87500,-19
9.88333,-18
9.89167,-17
9.90000,-16
9.90833,-15
9.91667,-14
9.92500,-12
9.93333,-11
9.94167,-9
9.95000,-7
9.95833,-4
9.96667,-2
9.97500,1
9.98333,4
9.99167,7
10.00000,10

